cidade,cnpj,data,requisicao,valor
CARAZINHO,00.440.439/0001-35  ,2016-07-08,92056,25.0
ESTRELA,10.418.731/0001-05,2016-07-11,92075,13.0
VERANOPOLIS,89.471.270/0001-94  ,2016-07-15,92076,92.5
VERANOPOLIS,89.471.270/0001-94  ,2016-07-17,92077,185.0
GARIBALDI,18.525.945/0001-92,2016-08-19,92898,115.0
FREDERICO WESTPHALEN,93.649.663/0001-12  ,2016-08-22,92909,70.0
ERECHIM,17.652.653/0001-58,2016-08-26,92910,65.0
LAGOA VERMELHA,04.324.515/0001-06,2016-08-28,92911,100.0
PANAMBI,02.455.195/0001-90,2016-10-14,93308,100.0
SOLEDADE,91.880.633/0001-97  ,2016-10-14,93308,15.0
AGUDO,89.797.831/0001-40  ,2016-10-22,93469,75.0
SANTA MARIA,91.222.869/0002-17,2016-10-31,93485,140.0
AGUDO,89.797.831/0001-40  ,2016-11-26,93952,71.0
NOVA PRATA,22.993.038/0001-45,2016-11-28,93953,18.0
BARRA FUNDA,10.981.151/0001-21,2016-12-09,94118,72.0
VACARIA,13.588.775/0001-71,2016-06-09,91114,240.0
DOM PEDRO DE ALCANTARA,87.550.422/0001-19,2016-06-24,91452,15.0
JULIO DE CASTILHOS,07.941.515/0001-35,2016-07-02,91863,130.0
IGREJINHA,07.196.526/0001-38,2016-07-13,92090,20.05
TRAMANDAI,15.531.061/0001-52,2016-07-15,92696,10.0
GRAMADO,07.881.468/0001-81,2016-10-06,93169,7.7
PASSO FUNDO,88.961.339/0001-03  ,2016-11-18,93732,192.0
ROSARIO DO SUL,94.590.361/0001-89  ,2016-12-03,93923,61.0
SARANDI,05.556.876/0001-32  ,2016-02-14,88559,23.63
PALMEIRA DAS MISSOES,05.438.788/0001-36,2016-02-25,88826,100.0
ROSARIO DO SUL,01.808.523/0001-21  ,2016-02-27,88826,44.5
FARROUPILHA,10.851.394/0001-45,2016-03-01,88899,15.0
ALEGRETE,04.543.595/0001-82  ,2016-03-05,89269,161.5
PANTANO GRANDE,12.345.667/0001-05,2016-03-07,89269,200.0
PASSO FUNDO,17.292.390/0001-13,2016-03-13,89316,150.0
SAO LOURENCO DO SUL,02.738.393/0001-60,2016-03-26,89618,408.0
PELOTAS,92.209.790/0005-61  ,2016-03-27,89618,342.0
PALMEIRA DAS MISSOES,05.438.788/0001-36,2016-04-04,89619,120.0
OSORIO,94.779.295/0001-90  ,2016-04-15,90181,32.4
SAO MIGUEL DAS MISSOES,14.699.927/0001-76,2016-04-30,90187,414.0
CRUZ ALTA,03.386.906/0001-84,2016-05-01,90187,70.0
PELOTAS,92.192.368/0001-17  ,2016-05-07,90291,175.5
BAGE,05.356.687/0001-16  ,2016-05-07,90291,95.0
QUARAI,05.472.478/0001-38  ,2016-05-13,90609,160.0
URUGUAIANA,07.678.023/0001-07,2016-05-14,90609,245.3
BAGE,22.616.555/0001-03,2016-05-20,90611,230.0
SAO SEPE,88.520.853/0001-03  ,2016-05-27,90759,65.0
PALMEIRA DAS MISSOES,05.438.788/0001-36,2016-05-29,90759,60.0
SANTANA DO LIVRAMENTO,09.029.383/0001-03,2016-06-17,91363,85.0
ALEGRETE,04.543.595/0001-82  ,2016-06-18,91363,236.5
CRUZ ALTA,15.403.107/0001-58,2016-06-27,91468,240.0
SANTA MARIA,95.624.219/0001-78  ,2016-08-05,92521,252.9
CAXIAS DO SUL,95.104.444/0001-83,2016-08-26,92989,68.0
BAGE,22.616.555/0001-03,2016-09-02,92990,120.0
PASSO FUNDO,93.222.883/0001-65,2016-09-09,92993,184.0
PELOTAS,92.192.368/0001-17  ,2016-09-11,93007,223.0
URUGUAIANA,09.475.995/0001-11,2016-09-23,93129,135.0
CRISTAL,04.591.388/0001-01  ,2016-10-06,93263,15.0
SANTANA DO LIVRAMENTO,09.029.383/0001-03,2016-12-04,93888,264.0
FONTOURA XAVIER,07.328.406/0001-47  ,2016-12-11,94078,19.0
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2016-12-17,94206,123.0
SAO BORJA,93.526.457/0002-04,2016-12-18,94206,180.0
SARANDI,92.986.157/0001-56  ,2016-02-11,88501,25.0
CONDOR,04.990.042/0001-78,2016-02-12,88501,200.0
HUMAITA,05.012.932/0001-78,2016-02-13,88501,15.0
CARAZINHO,04.144.661/0010-32  ,2016-02-14,88501,181.05
CAXIAS DO SUL,19.432.177/0001-95,2016-02-19,88660,75.5
ALMIRANTE TAMANDARE DO SUL,15.055.271/0001-11,2016-02-26,88764,25.0
PASSO FUNDO,17.448.625/0001-13,2016-02-26,88764,195.0
ALMIRANTE TAMANDARE DO SUL,15.055.271/0001-11,2016-02-26,88764,25.0
PASSO FUNDO,17.448.625/0001-13,2016-02-26,88764,195.0
SOLEDADE,91.880.633/0001-97  ,2016-02-27,88764,27.0
PASSO FUNDO,15.930.180/0001-88,2016-03-07,89107,198.0
SARANDI,05.556.876/0001-32  ,2016-03-10,89198,26.65
SARANDI,05.556.876/0001-32  ,2016-03-17,89329,30.9
IJUI,06.111.560/0001-08  ,2016-03-20,89329,19.2
RIO PARDO,95.425.369/0002-33,2016-03-21,89329,50.0
DERRUBADAS,15.699.719/0001-30,2016-04-02,89634,20.0
BARRA FUNDA,88.509.989/0001-04  ,2016-04-03,89634,176.0
La Plata - ARGENTINA, ,2016-04-06,89457,385.46
SOLEDADE,91.880.633/0001-97  ,2016-04-14,89924,30.5
HUMAITA,07.500.834/0001-05,2016-04-15,89924,230.0
CORONEL BICACO,02.510.131/0001-44,2016-04-16,89924,106.6
SANTA ROSA,87.687.489/0001-08  ,2016-05-01,90167,195.05
CONDOR,06.015.113/0001-47,2016-05-14,90566,25.0
CONDOR,04.990.042/0001-78,2016-05-14,90566,119.0
PASSO FUNDO,17.448.625/0001-13,2016-05-24,90831,280.0
FREDERICO WESTPHALEN,05.414.228/0001-41,2016-05-25,90831,144.03
GIRUA,11.949.333/0001-88,2016-05-25,90831,21.0
CACHOEIRA DO SUL,00.114.130/0006-60,2016-05-26,90831,181.08
CACHOEIRA DO SUL,07.440.042/0001-92,2016-05-26,90831,19.0
TRES DE MAIO,06.105.121/0001-84,2016-05-27,90831,32.0
TENENTE PORTELA,91.069.633/0001-01  ,2016-06-11,91167,208.0
OSORIO,10.378.960/0001-43,2016-06-13,91167,12.4
CARAZINHO,04.144.661/0010-32  ,2016-06-16,91359,209.7
NOVO BARREIRO,23.448.964/0003-64,2016-06-19,91359,179.2
OSORIO,10.144.568/0001-30,2016-06-24,91441,23.88
CARAZINHO,04.144.661/0003-03,2016-06-24,91441,157.06
BRASILIA,02.169.338/0001-05,2016-06-29,91595,84.59
PALMEIRA DAS MISSOES,89.935.837/0001-36  ,2016-07-03,91775,132.0
CANDELARIA,95.082.343/0001-59,2016-07-06,91775,15.0
TUCUNDUVA,24.689.712/0001-28,2016-07-07,91917,20.42
SANTA ROSA,87.687.489/0001-08  ,2016-07-07,91917,176.95
BOA VISTA DO BURICA,91.377.655/0001-39,2016-07-08,91917,110.0
Sarandi,87.712.725/0001-90  ,2016-07-10,91917,149.02
Buenos Aires - ARGENTINA, ,2016-08-20,92370,554.09
CRISSIUMAL,92.136.977/0001-59,2016-10-21,93392,220.0
SANTA MARIA,01.822.442/0001-86,2016-10-22,93392,150.52
SANTA CRUZ DO SUL,17.425.040/0001-88,2016-10-28,93477,8.05
Frankfurt, ,2016-11-13,93483,190.11
Bad Pyrmont, ,2016-11-19,93484*,902.24
IJUI,13.746.605/0001-78,2016-11-23,93858,133.01
SANTA ROSA,87.687.489/0001-08  ,2016-11-25,93858,127.02
PASSO FUNDO,93.489.243/0017-83,2016-12-08,94099,119.93
SARANDI,87.712.725/0001-90  ,2016-12-09,94099,155.58
CRISTAL,04.591.388/0001-01  ,2016-12-10,94099,21.0
SOLEDADE,91.880.633/0001-97  ,2016-12-15,94136,32.5
GIRUA,88.550.793/0001-63,2016-12-16,94136,221.4
PALMEIRA DAS MISSOES,23.069.454/0001-14,2016-12-17,94136,65.0
ALEGRETE,94.177.201/0001-02,2017-01-15,94277,80.0
SANTA MARIA,04.495.748/0001-63,2017-01-25,94349,20.0
ALEGRETE,94.177.201/0001-02,2017-01-29,94420,160.0
TAQUARI,22.459.827/0001-09,2017-02-08,94508,25.0
OSORIO,08.912.499/0001-15,2017-02-10,94560,15.77
PASSO FUNDO,20.277.769/0001-69,2017-02-16,94802,12.3
SOLEDADE,91.880.633/0001-97  ,2017-02-16,94802,20.0
TAQUARI,90.363.870/0001-18  ,2017-03-06,95213,15.0
PELOTAS,74.908.070/0001-89  ,2017-03-13,95216,23.5
PELOTAS,05.771.523/0001-55,2017-03-13,95216,170.0
SANTA CRUZ DO SUL,02.589.899/0001-55  ,2017-03-16,95402,19.0
SOLEDADE,08.435.335/0001-44,2017-03-17,95404,25.0
TAQUARI,22.459.827/0001-09,2017-03-18,95661,45.0
ALEGRETE,04.543.595/0001-82  ,2017-03-24,95666,251.5
TAQUARI,22.459.827/0001-09,2017-04-05,96163,25.0
RIO GRANDE,97.484.125/0001-76  ,2017-04-08,96164,121.0
ALEGRETE,94.177.201/0001-02,2017-04-13,96165,100.0
TAQUARI,88.176.490/0001-22  ,2017-04-18,96166,200.0
ESTRELA,10.418.731/0001-05,2017-04-19,96245,44.0
GRAMADO,05.257.702/0001-79,2017-05-12,96730,222.14
GRAMADO,05.257.702/0001-79,2017-05-28,96970,234.27
TAQUARI,01.950.020/0001-96  ,2017-06-07,97249,26.0
ALEGRETE,08.474.126/0001-00,2017-06-09,97451,25.5
TAQUARI,94.271.640/0001-80,2017-06-20,97533,17.4
GRAMADO,21.802.257/0001-37,2017-06-21,97687,59.0
ALEGRETE,94.177.201/0001-02,2017-06-23,97688,100.0
TAQUARI,88.176.490/0001-22  ,2017-07-02,97878,25.0
MELO - URUGUAI, ,2017-07-22,98533,4950.0
BAGE,87.398.004/0001-58,2017-07-27,98576,194.0
PELOTAS,92.192.368/0001-17  ,2017-08-04,98742,168.0
ANTONIO PRADO,03.625.490/0001-00  ,2017-08-19,99061,91.5
ANTONIO PRADO,03.823.129/0001-98  ,2017-08-20,99063,75.0
OSORIO,94.779.295/0001-90  ,2017-08-26,99167,23.0
ALEGRETE,94.177.201/0001-02,2017-09-01,99366,80.0
TAQUARI,88.176.490/0001-22  ,2017-09-02,99367,45.0
BAGE,17.117.940/0001-68,2017-10-05,100184,55.0
CANDIOTA,11.878.644/0001-01,2017-10-06,100184,12.83
ALEGRETE,94.177.201/0001-02,2017-10-27,100822,80.0
SANTANA DO LIVRAMENTO,94.773.694/0001-43,2017-11-22,101411,185.0
CAXIAS DO SUL,87.814.570/0001-01  ,2017-11-25,101494,124.5
ANTONIO PRADO,03.823.129/0001-98  ,2017-11-26,101494,25.0
CAXIAS DO SUL,08.903.038/0001-86,2017-12-23,102027,237.0
CAMAQUA,07.473.735/0071-94,2017-02-09,94559,155.8
CAMAQUA,07.473.735/0071-94,2017-02-13,94562,194.13
SAO MARCOS,73.262.859/0001-42  ,2017-03-06,95087,37.0
CANELA,90.698.176/0001-51,2017-03-09,95229,34.0
SANTA VITORIA DO PALMAR,13.051.810/0001-19,2017-03-10,95229,107.0
TRES COROAS,00.176.513/0010-49,2017-03-20,95377,45.4
ARROIO GRANDE,11.292.569/0001-94,2017-03-23,95578,62.5
PINHEIRO MACHADO,91.279.885/0001-65  ,2017-04-09,96057,128.84
CANGUCU,04.583.510/0001-90  ,2017-04-27,96447,16.5
CAPAO DO LEAO,09.273.885/0003-39,2017-04-28,96447,185.03
CANELA,72.129.687/0001-70,2017-05-20,96831,10.0
PIRATINI,10.342.189/0001-54,2017-05-26,97112,122.5
PELOTAS,04.750.011/0001-40  ,2017-06-12,97387,49.0
SAO JOSE DO NORTE,09.347.301/0001-60,2017-06-26,97668,30.0
CAPAO DO LEAO,09.273.885/0003-39,2017-06-30,97788,100.0
SANTANA DO LIVRAMENTO,13.635.060/0001-22,2017-07-15,98221,165.0
PIRATINI,10.342.189/0001-54,2017-07-17,98391,65.0
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-07-18,98391,155.0
GRAMADO,22.022.629/0001-75,2017-09-13,99522,13.0
VILA FLORES,09.511.853/0002-43,2017-09-25,99842,19.0
PIRATINI,94.605.151/0001-17,2017-10-15,100444,120.02
PIRATINI,94.605.151/0001-17,2017-10-20,100621,196.02
NOVO CABRAIS,09.367.600/0002-48,2017-01-24,94416,30.0
SALTO DO JACUI,03.553.730/0001-08  ,2017-01-25,94416,203.3
PASSA SETE,24.230.860/0001-80,2017-01-28,94416,30.0
PARAISO DO SUL,91.640.482/0001-08  ,2017-01-29,94416,10.0
VENANCIO AIRES,10.332.750/0001-14,2017-02-02,94445,17.15
SOBRADINHO,97.448.740/0001-27  ,2017-02-03,94445,186.02
CANDELARIA,06.283.822/0001-03  ,2017-02-04,94445,25.0
VERA CRUZ,91.041.087/0001-09,2017-02-06,94580,30.0
ARROIO DO TIGRE,21.556.464/0001-59,2017-02-10,94580,25.0
CANDELARIA,07.707.491/0001-54,2017-02-11,94580,15.0
