destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
ALEGRETE - RS,2016-11-25,0,0.5,93830,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,22.5,2016-11-25
SAO VICENTE DO SUL - RS,2016-12-05,0,0.5,93928,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,33.5,2016-12-05
SAO BORJA - RS,2016-12-09,0,0.5,94064,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,39.0,2016-12-09
SAO FRANCISCO DE ASSIS - RS,2016-12-29,0,0.5,94255,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,32.5,2016-12-29
CANGUCU - RS,2016-02-04,0,0.5,88476,MIRIAM PAZ GARCEZ MARRONI,294.45,35.0,2016-02-04
RIO GRANDE - RS,2016-03-07,0,0.5,88948,MIRIAM PAZ GARCEZ MARRONI,294.45,33.45,2016-03-07
ARROIO GRANDE - RS,2016-03-28,0,0.5,89422,MIRIAM PAZ GARCEZ MARRONI,294.45,12.5,2016-03-28
SAO LOURENCO DO SUL - RS,2016-04-01,0,0.5,89611,MIRIAM PAZ GARCEZ MARRONI,294.45,20.0,2016-04-01
SAO JOSE DO NORTE - RS,2016-04-03,0,0.5,89609,MIRIAM PAZ GARCEZ MARRONI,294.45,12.0,2016-04-03
PIRATINI - RS,2016-04-06,0,0.5,89610,MIRIAM PAZ GARCEZ MARRONI,294.45,30.0,2016-04-06
BAGE - RS,2016-04-07,0,0.5,89749,MIRIAM PAZ GARCEZ MARRONI,294.45,26.7,2016-04-07
BAGE - RS,2016-04-29,0,0.5,90201,MIRIAM PAZ GARCEZ MARRONI,294.45,30.5,2016-04-29
SAO LOURENCO DO SUL - RS,2016-05-19,0,0.5,90715,MIRIAM PAZ GARCEZ MARRONI,294.45,17.6,2016-05-19
SAO LUIZ GONZAGA - RS,2016-06-09,0,1.0,91135,MIRIAM PAZ GARCEZ MARRONI,588.89,240.0,2016-06-10
ARROIO GRANDE - RS,2016-06-20,0,0.5,91390,MIRIAM PAZ GARCEZ MARRONI,294.45,9.5,2016-06-20
SAO JOSE DO NORTE - RS,2016-06-27,0,0.5,91510,MIRIAM PAZ GARCEZ MARRONI,294.45,30.0,2016-06-27
BRASILIA - DF,2016-07-14,2,0.5,91773,MIRIAM PAZ GARCEZ MARRONI,372.39,0.0,2016-07-14
CANGUCU - RS,2016-10-07,0,0.5,93213,MIRIAM PAZ GARCEZ MARRONI,294.45,17.0,2016-10-07
PEDRO OSORIO - RS,2016-10-17,0,0.5,93259,MIRIAM PAZ GARCEZ MARRONI,294.45,21.0,2016-10-17
SAO JOSE DO NORTE - RS,2016-11-04,0,0.5,93591,MIRIAM PAZ GARCEZ MARRONI,294.45,14.6,2016-11-04
SAO LOURENCO DO SUL - RS,2016-11-16,0,0.5,93742,MIRIAM PAZ GARCEZ MARRONI,294.45,19.9,2016-11-16
SAO LUIZ GONZAGA - RS,2016-11-26,0,1.0,93845,MIRIAM PAZ GARCEZ MARRONI,588.89,95.0,2016-11-27
BAGE - RS,2016-11-28,0,0.5,93816,MIRIAM PAZ GARCEZ MARRONI,294.45,22.0,2016-11-28
CAMAQUA - RS,2016-11-30,0,0.5,93926,MIRIAM PAZ GARCEZ MARRONI,294.45,22.0,2016-11-30
Madrid - ESPANHA.,2016-12-11,4,6.0,93874,MIRIAM PAZ GARCEZ MARRONI,8907.36,0.0,2016-12-17
Madrid - ESPANHA.,2016-12-11,4,-2.0,93874,MIRIAM PAZ GARCEZ MARRONI,-2969.12,0.0,2016-12-17
CIDREIRA - RS,2016-01-23,0,0.5,88291,NELSON LUIZ DA SILVA,294.45,9.0,2016-01-23
RIO GRANDE - RS,2016-02-12,0,0.5,88505,NELSON LUIZ DA SILVA,294.45,15.0,2016-02-12
IPE - RS,2016-02-15,0,0.5,88611,NELSON LUIZ DA SILVA,294.45,18.0,2016-02-15
CIDREIRA - RS,2016-02-19,0,0.5,88615,NELSON LUIZ DA SILVA,294.45,21.0,2016-02-19
CAXIAS DO SUL - RS,2016-02-27,0,0.5,88916,NELSON LUIZ DA SILVA,294.45,10.0,2016-02-27
"PANAMBI - RS,  SANTA ROSA - RS,  PALMEIRA DAS MISSOES - RS",2016-03-18,0,1.0,89317,NELSON LUIZ DA SILVA,588.89,190.0,2016-03-19
BRASILIA - DF,2016-03-22,0,1.0,89443,NELSON LUIZ DA SILVA,744.77,247.5,2016-03-23
CIDREIRA - RS,2016-04-08,0,0.5,89772,NELSON LUIZ DA SILVA,294.45,18.0,2016-04-08
RIO GRANDE - RS,2016-05-06,0,0.5,90323,NELSON LUIZ DA SILVA,294.45,28.0,2016-05-06
"SAO FRANCISCO DE PAULA - RS,  IGREJINHA - RS",2016-05-20,0,0.5,90703,NELSON LUIZ DA SILVA,294.45,24.0,2016-05-20
SANTA CRUZ DO SUL - RS,2016-06-24,0,0.5,91553,NELSON LUIZ DA SILVA,294.45,12.0,2016-06-24
GRAMADO - RS,2016-06-25,0,0.5,91553,NELSON LUIZ DA SILVA,294.45,18.4,2016-06-25
MAMPITUBA - RS,2016-06-26,0,0.5,91553,NELSON LUIZ DA SILVA,294.45,17.3,2016-06-26
BRASILIA - DF,2016-07-05,2,2.0,91882,NELSON LUIZ DA SILVA,1489.54,0.0,2016-07-07
"VERA CRUZ - RS,  SAGRADA FAMILIA - RS,  PALMEIRA DAS MISSOES - RS,  CASEIROS - RS",2016-07-08,0,2.0,91886,NELSON LUIZ DA SILVA,1177.78,178.0,2016-07-10
CAPAO DA CANOA - RS,2016-07-14,0,0.5,92033,NELSON LUIZ DA SILVA,294.45,19.0,2016-07-14
BENTO GONCALVES - RS,2016-07-25,0,0.5,92189,NELSON LUIZ DA SILVA,294.45,35.33,2016-07-25
"NOVO BARREIRO - RS,  PANAMBI - RS,  SANTO ANGELO - RS",2016-08-04,0,2.0,92438,NELSON LUIZ DA SILVA,1177.78,248.75,2016-08-06
CANGUCU - RS,2016-08-08,0,0.5,92455,NELSON LUIZ DA SILVA,294.45,15.0,2016-08-08
"URUGUAIANA - RS,  SANTANA DO LIVRAMENTO - RS,  CACAPAVA DO SUL - RS",2016-09-01,0,3.0,92906,NELSON LUIZ DA SILVA,1766.67,130.0,2016-09-04
BARAO DO TRIUNFO - RS,2016-09-08,0,0.5,92973,NELSON LUIZ DA SILVA,294.45,15.0,2016-09-08
SAO FRANCISCO DE PAULA - RS,2016-10-22,0,0.5,93316,NELSON LUIZ DA SILVA,294.45,40.0,2016-10-22
CANDIOTA - RS,2016-10-29,0,1.0,93615,NELSON LUIZ DA SILVA,588.89,0.0,2016-10-30
"JAGUARAO - RS,  DOM FELICIANO - RS",2016-11-04,0,1.0,93535,NELSON LUIZ DA SILVA,588.89,195.75,2016-11-05
MONTE ALEGRE DOS CAMPOS - RS,2016-11-19,0,0.5,93726,NELSON LUIZ DA SILVA,294.45,20.0,2016-11-19
"CAPAO BONITO DO SUL - RS,  BOM PROGRESSO - RS",2016-11-20,0,1.0,93726,NELSON LUIZ DA SILVA,588.89,60.0,2016-11-21
AGUDO - RS,2016-11-23,0,0.5,93827,NELSON LUIZ DA SILVA,294.45,15.0,2016-11-23
BRASILIA - DF,2016-11-27,2,1.0,93840,NELSON LUIZ DA SILVA,744.77,170.5,2016-11-28
CANDIOTA - RS,2016-12-09,0,1.0,94009,NELSON LUIZ DA SILVA,588.89,110.0,2016-12-10
CACHOEIRA DO SUL - RS,2016-12-18,0,0.5,94134,NELSON LUIZ DA SILVA,294.45,15.5,2016-12-18
BRASILIA - DF,2016-04-27,2,0.5,90084,PEDRO LUIZ FAGUNDES RUAS,372.39,0.0,2016-04-27
MINAS DO LEAO - RS,2016-02-01,0,1.0,88451,PEDRO OZORIO PEREIRA,588.89,55.0,2016-02-02
"CAMAQUA - RS,  CHUVISCA - RS,  AMARAL FERRADOR - RS,  DOM FELICIANO - RS",2016-02-11,0,2.0,88539,PEDRO OZORIO PEREIRA,1177.78,148.0,2016-02-13
"GRAMADO - RS,  CAMBARA DO SUL - RS,  VACARIA - RS",2016-02-17,0,3.0,88644,PEDRO OZORIO PEREIRA,1766.67,258.0,2016-02-20
"TAPES - RS,  ARROIO GRANDE - RS,  PEDRO OSORIO - RS",2016-02-25,0,3.0,88792,PEDRO OZORIO PEREIRA,1766.67,365.0,2016-02-28
"TURUCU - RS,  SAO LOURENCO DO SUL - RS,  PINHEIRO MACHADO - RS,  CAPAO DO LEAO - RS",2016-03-02,0,2.0,88900,PEDRO OZORIO PEREIRA,1177.78,195.0,2016-03-04
HERVAL - RS,2016-03-05,0,1.0,88900,PEDRO OZORIO PEREIRA,588.89,87.0,2016-03-06
"FONTOURA XAVIER - RS,  NAO-ME-TOQUE - RS",2016-03-09,0,2.0,89088,PEDRO OZORIO PEREIRA,1177.78,116.0,2016-03-11
"SAO PEDRO DO SUL - RS,  TOROPI - RS,  SANTIAGO - RS,  SAO BORJA - RS",2016-03-16,0,3.0,89256,PEDRO OZORIO PEREIRA,1766.67,306.0,2016-03-19
RIO PARDO - RS,2016-03-20,0,1.0,89256,PEDRO OZORIO PEREIRA,588.89,65.0,2016-03-21
"CACHOEIRA DO SUL - RS,  PIRATINI - RS",2016-03-31,0,0.5,89564,PEDRO OZORIO PEREIRA,294.45,0.0,2016-03-31
"CACHOEIRA DO SUL - RS,  PIRATINI - RS",2016-04-01,0,1.5,89564,PEDRO OZORIO PEREIRA,883.34,186.5,2016-04-02
CRISTAL - RS,2016-04-04,0,1.0,89564,PEDRO OZORIO PEREIRA,588.89,135.0,2016-04-05
"SANTA VITORIA DO PALMAR - RS,  JAGUARAO - RS",2016-04-07,0,2.0,89685,PEDRO OZORIO PEREIRA,1177.78,330.0,2016-04-09
MINAS DO LEAO - RS,2016-04-13,0,1.0,89842,PEDRO OZORIO PEREIRA,588.89,70.0,2016-04-14
CERRO GRANDE DO SUL - RS,2016-04-20,0,1.0,89964,PEDRO OZORIO PEREIRA,588.89,60.0,2016-04-21
"PINHEIRO MACHADO - RS,  CHUVISCA - RS,  DOM FELICIANO - RS",2016-04-28,0,3.0,90158,PEDRO OZORIO PEREIRA,1766.67,188.0,2016-04-30
"PINHEIRO MACHADO - RS,  CHUVISCA - RS,  DOM FELICIANO - RS",2016-05-01,0,0.0,90158,PEDRO OZORIO PEREIRA,0.0,60.0,2016-05-01
"SAO MARCOS - RS,  VACARIA - RS,  CAMBARA DO SUL - RS",2016-05-04,0,3.0,90350,PEDRO OZORIO PEREIRA,1766.67,271.0,2016-05-07
CRISTAL - RS,2016-05-12,0,1.0,90524,PEDRO OZORIO PEREIRA,588.89,100.0,2016-05-13
ARROIO GRANDE - RS,2016-05-19,0,1.0,90655,PEDRO OZORIO PEREIRA,588.89,125.0,2016-05-20
AMARAL FERRADOR - RS,2016-05-23,0,0.5,90655,PEDRO OZORIO PEREIRA,294.45,37.88,2016-05-23
SANTANA DA BOA VISTA - RS,2016-05-26,0,1.0,90801,PEDRO OZORIO PEREIRA,588.89,104.0,2016-05-27
"TAPES - RS,  SANTA VITORIA DO PALMAR - RS,  CHUI - RS",2016-05-31,0,0.5,90989,PEDRO OZORIO PEREIRA,294.45,0.0,2016-05-31
"TAPES - RS,  SANTA VITORIA DO PALMAR - RS,  CHUI - RS",2016-06-01,0,2.5,90989,PEDRO OZORIO PEREIRA,1472.23,440.0,2016-06-03
CAMAQUA - RS,2016-06-08,0,1.0,91123,PEDRO OZORIO PEREIRA,588.89,78.0,2016-06-09
PIRATINI - RS,2016-06-10,0,1.0,91123,PEDRO OZORIO PEREIRA,588.89,85.0,2016-06-11
DOM FELICIANO - RS,2016-06-16,0,1.0,91354,PEDRO OZORIO PEREIRA,588.89,60.0,2016-06-17
CANDIOTA - RS,2016-06-18,0,0.5,91354,PEDRO OZORIO PEREIRA,294.45,20.0,2016-06-18
CRISTAL - RS,2016-06-23,0,1.0,91493,PEDRO OZORIO PEREIRA,588.89,100.0,2016-06-24
"PINHEIRO MACHADO - RS,  HULHA NEGRA - RS,  ACEGUA - RS",2016-06-30,0,0.5,91655,PEDRO OZORIO PEREIRA,294.45,0.0,2016-06-30
"PINHEIRO MACHADO - RS,  HULHA NEGRA - RS,  ACEGUA - RS",2016-07-01,0,1.5,91655,PEDRO OZORIO PEREIRA,883.34,240.0,2016-07-02
"SAO BORJA - RS,  SAO LUIZ GONZAGA - RS,  SANTIAGO - RS",2016-07-06,0,3.0,91834,PEDRO OZORIO PEREIRA,1766.67,223.0,2016-07-09
"SAO JOSE DO HERVAL - RS,  FONTOURA XAVIER - RS,  RIO PARDO - RS",2016-08-03,0,3.0,92408,PEDRO OZORIO PEREIRA,1766.67,166.0,2016-08-06
"CAMAQUA - RS,  CHUVISCA - RS,  DOM FELICIANO - RS",2016-08-11,0,2.0,92608,PEDRO OZORIO PEREIRA,1177.78,156.0,2016-08-13
"TURUCU - RS,  CRISTAL - RS",2016-08-15,0,1.0,92608,PEDRO OZORIO PEREIRA,588.89,95.0,2016-08-16
TAPES - RS,2016-08-18,0,1.0,92694,PEDRO OZORIO PEREIRA,588.89,97.0,2016-08-19
"HERVAL - RS,  SANTA VITORIA DO PALMAR - RS,  CHUI - RS",2016-08-31,0,0.5,92891,PEDRO OZORIO PEREIRA,294.45,0.0,2016-08-31
"HERVAL - RS,  SANTA VITORIA DO PALMAR - RS,  CHUI - RS",2016-09-01,0,1.5,92891,PEDRO OZORIO PEREIRA,883.34,205.0,2016-09-02
ENCRUZILHADA DO SUL - RS,2016-09-05,0,1.0,92891,PEDRO OZORIO PEREIRA,588.89,98.0,2016-09-06
"BOSSOROCA - RS,  CAPAO DO CIPO - RS,  SANTIAGO - RS",2016-09-08,0,2.0,92976,PEDRO OZORIO PEREIRA,1177.78,215.0,2016-09-10
"VACARIA - RS,  CAMAQUA - RS",2016-09-14,0,2.0,93076,PEDRO OZORIO PEREIRA,1177.78,240.0,2016-09-16
"CANDIOTA - RS,  PINHEIRO MACHADO - RS,  BAGE - RS",2016-09-20,0,2.0,93076,PEDRO OZORIO PEREIRA,1177.78,180.0,2016-09-22
HERVAL - RS,2016-10-07,0,1.0,93190,PEDRO OZORIO PEREIRA,588.89,80.0,2016-10-08
"SANTIAGO - RS,  MACAMBARA - RS,  SAO BORJA - RS",2016-10-12,0,2.0,93293,PEDRO OZORIO PEREIRA,1177.78,195.0,2016-10-14
"CERRO GRANDE DO SUL - RS,  CRISTAL - RS",2016-10-20,0,2.0,93354,PEDRO OZORIO PEREIRA,1177.78,175.0,2016-10-22
"BAGE - RS,  ACEGUA - RS",2016-10-27,0,2.0,93509,PEDRO OZORIO PEREIRA,1177.78,260.0,2016-10-29
Nova Délhi - INDIA.,2016-11-04,6,9.0,93141,PEDRO OZORIO PEREIRA,13037.76,0.0,2016-11-13
Nova Délhi - INDIA.,2016-11-04,6,-1.0,93141,PEDRO OZORIO PEREIRA,-1448.64,0.0,2016-11-13
"BARAO DO TRIUNFO - RS,  CACAPAVA DO SUL - RS",2016-11-16,0,2.0,93803,PEDRO OZORIO PEREIRA,1177.78,183.0,2016-11-18
"CAMAQUA - RS,  ENCRUZILHADA DO SUL - RS",2016-11-23,0,1.0,93880,PEDRO OZORIO PEREIRA,588.89,78.0,2016-11-24
"CACHOEIRA DO SUL - RS,  RIO PARDO - RS,  PANTANO GRANDE - RS",2016-11-30,0,0.5,93978,PEDRO OZORIO PEREIRA,294.45,0.0,2016-11-30
"CACHOEIRA DO SUL - RS,  RIO PARDO - RS,  PANTANO GRANDE - RS",2016-12-01,0,1.5,93978,PEDRO OZORIO PEREIRA,883.34,175.0,2016-12-02
GRAMADO - RS,2016-01-12,0,0.5,88177,REGINA MARIA BECKER,294.45,48.4,2016-01-12
CACHOEIRA DO SUL - RS,2016-02-18,0,0.5,88588,REGINA MARIA BECKER,294.45,58.04,2016-02-18
TAQUARI - RS,2016-02-28,0,0.5,88937,REGINA MARIA BECKER,294.45,14.25,2016-02-28
CAXIAS DO SUL - RS,2016-03-01,0,0.5,88939,REGINA MARIA BECKER,294.45,20.0,2016-03-01
BRASILIA - DF,2016-03-03,2,1.0,88941,REGINA MARIA BECKER,744.77,427.52,2016-03-04
BAGE - RS,2016-03-10,0,1.0,89195,REGINA MARIA BECKER,588.89,178.5,2016-03-11
SANTANA DO LIVRAMENTO - RS,2016-04-28,0,1.0,90244,REGINA MARIA BECKER,588.89,247.0,2016-04-29
BENTO GONCALVES - RS,2016-05-19,0,0.5,90668,REGINA MARIA BECKER,294.45,16.56,2016-05-19
SANTA CRUZ DO SUL - RS,2016-05-21,0,0.5,90669,REGINA MARIA BECKER,294.45,41.5,2016-05-21
CAPAO DA CANOA - RS,2016-06-09,0,0.5,91116,REGINA MARIA BECKER,294.45,12.3,2016-06-09
SANTA CRUZ DO SUL - RS,2016-06-16,0,0.5,91349,REGINA MARIA BECKER,294.45,29.0,2016-06-16
SANTA MARIA - RS,2016-06-23,0,1.0,91570,REGINA MARIA BECKER,588.89,267.6,2016-06-24
TORRES - RS,2016-07-04,0,0.5,91751,REGINA MARIA BECKER,294.45,10.78,2016-07-04
RIO PARDO - RS,2016-08-12,0,0.5,92643,REGINA MARIA BECKER,294.45,8.0,2016-08-12
"SAO MARCOS - RS,  CAXIAS DO SUL - RS",2016-08-18,0,0.5,92652,REGINA MARIA BECKER,294.45,15.0,2016-08-18
CAXIAS DO SUL - RS,2016-08-22,0,0.5,92780,REGINA MARIA BECKER,294.45,29.0,2016-08-22
"BAGE - RS,  CACAPAVA DO SUL - RS",2016-08-24,0,1.0,92793,REGINA MARIA BECKER,588.89,213.15,2016-08-25
SAO FRANCISCO DE PAULA - RS,2016-09-16,0,0.5,93057,REGINA MARIA BECKER,294.45,12.0,2016-09-16
PALMEIRA DAS MISSOES - RS,2016-09-17,0,1.0,93064,REGINA MARIA BECKER,588.89,157.8,2016-09-18
GRAMADO - RS,2016-09-23,0,0.5,93078,REGINA MARIA BECKER,294.45,5.0,2016-09-23
FARROUPILHA - RS,2016-09-28,0,0.5,93110,REGINA MARIA BECKER,294.45,6.3,2016-09-28
SAO PAULO - SP,2016-10-18,2,1.0,93323,REGINA MARIA BECKER,744.77,0.0,2016-10-19
Barcelona - ESPANHA,2016-11-13,0,5.0,93713,REGINA MARIA BECKER,7108.4,0.0,2016-11-18
NOVA BOA VISTA - RS,2016-01-19,0,1.0,88297,RONALDO SANTINI,588.89,110.0,2016-01-20
MONTAURI - RS,2016-01-22,0,0.5,88281,RONALDO SANTINI,294.45,0.0,2016-01-22
VACARIA - RS,2016-01-23,0,0.5,88376,RONALDO SANTINI,294.45,0.0,2016-01-23
TORRES - RS,2016-01-28,0,0.5,88413,RONALDO SANTINI,294.45,60.0,2016-01-28
"BENTO GONCALVES - RS,  LAGOA VERMELHA - RS",2016-01-29,0,1.0,88415,RONALDO SANTINI,588.89,210.0,2016-01-30
BENTO GONCALVES - RS,2016-02-11,0,0.5,88574,RONALDO SANTINI,294.45,40.0,2016-02-11
GARIBALDI - RS,2016-02-16,0,0.5,88963,RONALDO SANTINI,294.45,0.0,2016-02-16
JULIO DE CASTILHOS - RS,2016-02-17,0,0.5,88966,RONALDO SANTINI,294.45,15.0,2016-02-17
"CASCA - RS,  IPIRANGA DO SUL - RS",2016-02-18,0,1.0,88969,RONALDO SANTINI,588.89,98.0,2016-02-19
CARAZINHO - RS,2016-02-20,0,0.5,88972,RONALDO SANTINI,294.45,128.0,2016-02-20
BRASILIA - DF,2016-02-23,2,1.0,88978,RONALDO SANTINI,744.77,0.0,2016-02-24
PELOTAS - RS,2016-02-26,0,0.5,88988,RONALDO SANTINI,294.45,41.66,2016-02-26
GARIBALDI - RS,2016-02-27,0,0.5,88990,RONALDO SANTINI,294.45,29.3,2016-02-27
SAO LOURENCO DO SUL - RS,2016-03-03,0,0.5,89366,RONALDO SANTINI,294.45,28.0,2016-03-03
BENTO GONCALVES - RS,2016-03-04,0,1.0,89367,RONALDO SANTINI,588.89,0.0,2016-03-05
BRASILIA - DF,2016-03-16,2,1.0,89394,RONALDO SANTINI,744.77,0.0,2016-03-17
NOVA PRATA - RS,2016-03-21,0,0.5,89403,RONALDO SANTINI,294.45,40.0,2016-03-21
BENTO GONCALVES - RS,2016-03-29,0,0.5,89626,RONALDO SANTINI,294.45,41.0,2016-03-29
VACARIA - RS,2016-04-01,0,0.5,89654,RONALDO SANTINI,294.45,29.0,2016-04-01
BRASILIA - DF,2016-04-14,2,1.0,89853,RONALDO SANTINI,744.77,0.0,2016-04-15
SAO FRANCISCO DE PAULA - RS,2016-04-16,0,0.5,89871,RONALDO SANTINI,294.45,150.0,2016-04-16
PELOTAS - RS,2016-04-21,0,0.5,90058,RONALDO SANTINI,294.45,19.0,2016-04-21
SANANDUVA - RS,2016-04-22,0,0.5,90061,RONALDO SANTINI,294.45,0.0,2016-04-22
LAGOA VERMELHA - RS,2016-04-23,0,0.5,90386,RONALDO SANTINI,294.45,0.0,2016-04-23
BRASILIA - DF,2016-04-27,2,1.0,90091,RONALDO SANTINI,744.77,0.0,2016-04-28
LAGOA VERMELHA - RS,2016-05-01,0,0.5,90389,RONALDO SANTINI,294.45,0.0,2016-05-01
"CAMPINAS DO SUL - RS,  VILA MARIA - RS",2016-05-05,0,1.0,90390,RONALDO SANTINI,588.89,178.0,2016-05-06
BRASILIA - DF,2016-05-11,2,1.0,90562,RONALDO SANTINI,744.77,0.0,2016-05-12
"COTIPORA - RS,  CAPAO BONITO DO SUL - RS,  LAGOA VERMELHA - RS",2016-05-13,0,2.0,90470,RONALDO SANTINI,1177.78,0.0,2016-05-15
SAO LOURENCO DO SUL - RS,2016-05-18,0,0.5,90671,RONALDO SANTINI,294.45,56.75,2016-05-18
GARIBALDI - RS,2016-05-19,0,0.5,90675,RONALDO SANTINI,294.45,0.0,2016-05-19
NOVA BASSANO - RS,2016-05-20,0,0.5,90772,RONALDO SANTINI,294.45,0.0,2016-05-20
DAVID CANABARRO - RS,2016-05-21,0,0.5,90776,RONALDO SANTINI,294.45,0.0,2016-05-21
MONTE BELO DO SUL - RS,2016-05-26,0,0.5,90777,RONALDO SANTINI,294.45,0.0,2016-05-26
IBIRAIARAS - RS,2016-05-27,0,0.5,90945,RONALDO SANTINI,294.45,0.0,2016-05-27
ARACAJU - SE,2016-06-01,2,2.0,90972,RONALDO SANTINI,1489.54,0.0,2016-06-03
MONTAURI - RS,2016-06-09,0,0.5,91239,RONALDO SANTINI,294.45,0.0,2016-06-09
SAO FRANCISCO DE PAULA - RS,2016-06-11,0,0.5,91243,RONALDO SANTINI,294.45,44.0,2016-06-11
IPE - RS,2016-06-25,0,0.5,91500,RONALDO SANTINI,294.45,30.0,2016-06-25
BRASILIA - DF,2016-06-26,2,1.0,91496,RONALDO SANTINI,744.77,0.0,2016-06-27
CARLOS BARBOSA - RS,2016-07-01,0,0.5,91780,RONALDO SANTINI,294.45,67.7,2016-07-01
"LAGOA VERMELHA - RS,  VERANOPOLIS - RS",2016-07-08,0,1.0,91861,RONALDO SANTINI,588.89,120.0,2016-07-09
DAVID CANABARRO - RS,2016-07-11,0,0.5,91864,RONALDO SANTINI,294.45,32.0,2016-07-11
ERECHIM - RS,2016-07-13,0,0.5,91999,RONALDO SANTINI,294.45,30.0,2016-07-13
SAO LOURENCO DO SUL - RS,2016-07-14,0,0.5,92005,RONALDO SANTINI,294.45,0.0,2016-07-14
"VERANOPOLIS - RS,  SAO JOSE DOS AUSENTES - RS",2016-07-16,0,1.0,92006,RONALDO SANTINI,588.89,120.0,2016-07-17
SALVADOR DO SUL - RS,2016-07-19,0,0.5,92053,RONALDO SANTINI,294.45,22.0,2016-07-19
ENCANTADO - RS,2016-07-20,0,0.5,92135,RONALDO SANTINI,294.45,20.0,2016-07-20
"LAGOA VERMELHA - RS,  GARIBALDI - RS,  NOVA PRATA - RS",2016-07-21,0,1.0,92145,RONALDO SANTINI,588.89,160.0,2016-07-22
CAPAO BONITO DO SUL - RS,2016-07-27,0,0.5,92236,RONALDO SANTINI,294.45,29.0,2016-07-27
ESMERALDA - RS,2016-07-28,0,0.5,92238,RONALDO SANTINI,294.45,25.0,2016-07-28
"PASSO FUNDO - RS,  ENCANTADO - RS",2016-07-29,0,1.0,92239,RONALDO SANTINI,588.89,120.0,2016-07-30
ANDRE DA ROCHA - RS,2016-08-14,0,0.5,92662,RONALDO SANTINI,294.45,0.0,2016-08-14
CASEIROS - RS,2016-08-16,0,0.5,92665,RONALDO SANTINI,294.45,0.0,2016-08-16
GARIBALDI - RS,2016-09-06,0,0.5,92941,RONALDO SANTINI,294.45,55.0,2016-09-06
BENTO GONCALVES - RS,2016-11-05,0,0.5,93617,RONALDO SANTINI,294.45,0.0,2016-11-05
BRASILIA - DF,2016-11-06,2,4.0,93611,RONALDO SANTINI,2979.08,0.0,2016-11-10
LAGOA VERMELHA - RS,2016-11-11,0,0.5,93620,RONALDO SANTINI,294.45,47.0,2016-11-11
LAGOA VERMELHA - RS,2016-11-17,0,0.5,93748,RONALDO SANTINI,294.45,24.5,2016-11-17
BENTO GONCALVES - RS,2016-11-18,0,0.5,93750,RONALDO SANTINI,294.45,0.0,2016-11-18
CAPAO BONITO DO SUL - RS,2016-11-19,0,0.5,93753,RONALDO SANTINI,294.45,0.0,2016-11-19
VACARIA - RS,2016-11-26,0,0.5,93920,RONALDO SANTINI,294.45,0.0,2016-11-26
CHAPADA - RS,2016-12-09,0,0.5,94085,RONALDO SANTINI,294.45,26.0,2016-12-09
"VERANOPOLIS - RS,  LAGOA VERMELHA - RS",2016-12-10,0,1.0,94069,RONALDO SANTINI,588.89,185.0,2016-12-11
"NOVA ALVORADA - RS,  LAGOA VERMELHA - RS,  VERANOPOLIS - RS",2016-12-16,0,2.0,94164,RONALDO SANTINI,1177.78,340.0,2016-12-18
"XANGRI-LA - RS,  ARROIO DO SAL - RS,  TORRES - RS",2016-01-27,0,1.0,88363,SERGIO BERGONSI TURRA,588.89,220.0,2016-01-28
ARVOREZINHA - RS,2016-02-15,0,0.5,88565,SERGIO BERGONSI TURRA,294.45,25.0,2016-02-15
"PASSO FUNDO - RS,  CASCA - RS",2016-02-19,0,0.5,88786,SERGIO BERGONSI TURRA,294.45,28.5,2016-02-19
"BENTO GONCALVES - RS,  MARAU - RS",2016-02-26,0,1.0,88797,SERGIO BERGONSI TURRA,588.89,254.4,2016-02-27
CAXIAS DO SUL - RS,2016-03-04,0,0.5,89264,SERGIO BERGONSI TURRA,294.45,40.0,2016-03-04
"CARAZINHO - RS,  NAO-ME-TOQUE - RS",2016-03-06,0,2.0,89272,SERGIO BERGONSI TURRA,1177.78,210.0,2016-03-08
"SANTA ROSA - RS,  CANDIDO GODOI - RS,  HORIZONTINA - RS",2016-03-30,0,1.0,89648,SERGIO BERGONSI TURRA,588.89,0.0,2016-03-31
"SANTA ROSA - RS,  CANDIDO GODOI - RS,  HORIZONTINA - RS",2016-04-01,0,1.0,89648,SERGIO BERGONSI TURRA,588.89,199.0,2016-04-01
Punta del Este - URUGUAI.,2016-04-06,0,3.0,89673,SERGIO BERGONSI TURRA,3175.02,143.57999999999998,2016-04-09
BRASILIA - DF,2016-04-12,2,3.0,89982,SERGIO BERGONSI TURRA,2234.31,0.0,2016-04-15
"SOLEDADE - RS,  SANTA ROSA - RS",2016-04-28,0,2.0,90117,SERGIO BERGONSI TURRA,1177.78,279.0,2016-04-30
"MUITOS CAPOES - RS,  VILA MARIA - RS,  FAGUNDES VARELA - RS",2016-05-05,0,1.0,90544,SERGIO BERGONSI TURRA,588.89,100.0,2016-05-06
GUAPORE - RS,2016-05-20,0,0.5,90692,SERGIO BERGONSI TURRA,294.45,34.9,2016-05-20
PASSO FUNDO - RS,2016-06-03,0,0.5,91043,SERGIO BERGONSI TURRA,294.45,21.85,2016-06-03
